"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","COUNTRY","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"SDGIPV","PUBLISHED","2013","WPR","","PLW","AGE35-39","FMLE","13.0","13.00000","","","Belau Family Health and Safety Study "
"SDGIPV","PUBLISHED","2013","WPR","","PLW","AGE30-34","FMLE","6.2","6.20000","","","Belau Family Health and Safety Study "
"SDGIPV","PUBLISHED","2013","WPR","","PLW","AGE25-29","FMLE","13.5","13.50000","","","Belau Family Health and Safety Study "
"SDGIPV","PUBLISHED","2009","AMR","","PAN","AGE15-49","FMLE","10.1","10.10000","","","PAHO 2018 publication Intimate Partner Violence against Women in the Americas: calculated by PAHO based on available country data from the 2009 Encuesta Nacional de Salud Sexual y Reproductiva Panama 2009 sexual violence definition differs from standard"
"SDGIPV","PUBLISHED","2008","AMR","","PRY","AGE15-44","FMLE","8.0","8.00000","","","caclulated by PAHO based on available country data from the 2008 Encuesta Nacional de Demografia y Salud Sexual y Reproductiva  women aged 15-44; sexual violence definition differs from standard; 2015 survey exists but does not include data on this indicator"
"SDGIPV","PUBLISHED","2016","AMR","","PER","AGE15-49","FMLE","10.8","10.80000","","","Encuesta demografica y de salud familiar ENDES "
"SDGIPV","PUBLISHED","2016","AMR","","PER","AGE40-44","FMLE","9.8","9.80000","","","Encuesta demografica y de salud familiar ENDES "
"SDGIPV","PUBLISHED","2016","AMR","","PER","AGE30-34","FMLE","10.9","10.90000","","","Encuesta demografica y de salud familiar ENDES "
"SDGIPV","PUBLISHED","2016","AMR","","PER","AGE35-39","FMLE","9.1","9.10000","","","Encuesta demografica y de salud familiar ENDES "
"SDGIPV","PUBLISHED","2016","AMR","","PER","AGE25-29","FMLE","12.4","12.40000","","","Encuesta demografica y de salud familiar ENDES "
"SDGIPV","PUBLISHED","2016","AMR","","PER","AGE45-49","FMLE","7.3","7.30000","","","Encuesta demografica y de salud familiar ENDES "
"SDGIPV","PUBLISHED","2016","AMR","","PER","AGE15-19","FMLE","17.6","17.60000","","","Encuesta demografica y de salud familiar ENDES "
"SDGIPV","PUBLISHED","2016","AMR","","PER","AGE20-24","FMLE","14.9","14.90000","","","Encuesta demografica y de salud familiar ENDES "
"SDGIPV","PUBLISHED","2017","WPR","","PHL","AGE25-29","FMLE","5.3","5.30000","","","DHS "
"SDGIPV","PUBLISHED","2017","WPR","","PHL","AGE40-44","FMLE","4.7","4.70000","","","DHS "
"SDGIPV","PUBLISHED","2017","WPR","","PHL","AGE15-49","FMLE","5.5","5.50000","","","DHS "
"SDGIPV","PUBLISHED","2017","WPR","","PHL","AGE20-24","FMLE","11.2","11.20000","","","DHS "
"SDGIPV","PUBLISHED","2017","WPR","","PHL","AGE15-19","FMLE","11.1","11.10000","","","DHS "
"SDGIPV","PUBLISHED","2017","WPR","","PHL","AGE30-34","FMLE","5.1","5.10000","","","DHS "
"SDGIPV","PUBLISHED","2017","WPR","","PHL","AGE35-39","FMLE","4.4","4.40000","","","DHS "
"SDGIPV","PUBLISHED","2017","WPR","","PHL","AGE45-49","FMLE","3.2","3.20000","","","DHS "
"SDGIPV","PUBLISHED","2012","EUR","","POL","AGE18-49","FMLE","3.0","3.00000","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; observations based on fewer than 30 responses; definition of physical and sexual violence differs from the standard"
"SDGIPV","PUBLISHED","2012","EUR","","PRT","AGE18-50","FMLE","6.0","6.00000","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; definition of physical and sexual violence differs from the standard"
"SDGIPV","PUBLISHED","2016","SEAR","","TLS","AGE30-34","FMLE","37.7","37.70000","","","DHS "
"SDGIPV","PUBLISHED","2016","SEAR","","TLS","AGE25-29","FMLE","36.0","36.00000","","","DHS "
"SDGIPV","PUBLISHED","2016","SEAR","","TLS","AGE20-24","FMLE","32.5","32.50000","","","DHS "
"SDGIPV","PUBLISHED","2016","SEAR","","TLS","AGE35-39","FMLE","30.7","30.70000","","","DHS "
"SDGIPV","PUBLISHED","2016","SEAR","","TLS","AGE45-49","FMLE","27.5","27.50000","","","DHS "
"SDGIPV","PUBLISHED","2016","SEAR","","TLS","AGE15-49","FMLE","34.6","34.60000","","","DHS "
"SDGIPV","PUBLISHED","2016","SEAR","","TLS","AGE40-44","FMLE","38.5","38.50000","","","DHS "
"SDGIPV","PUBLISHED","2016","SEAR","","TLS","AGE15-19","FMLE","37.7","37.70000","","","DHS "
"SDGIPV","PUBLISHED","2012","EUR","","ROU","AGE18-49","FMLE","7.0","7.00000","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; definition of physical and sexual violence differs from the standard"
"SDGIPV","PUBLISHED","2015","AFR","","RWA","AGE45-49","FMLE","14.5","14.50000","","","DHS "
"SDGIPV","PUBLISHED","2015","AFR","","RWA","AGE40-44","FMLE","19.2","19.20000","","","DHS "
"SDGIPV","PUBLISHED","2015","AFR","","RWA","AGE25-29","FMLE","18.9","18.90000","","","DHS "
"SDGIPV","PUBLISHED","2015","AFR","","RWA","AGE35-39","FMLE","20.2","20.20000","","","DHS "
"SDGIPV","PUBLISHED","2015","AFR","","RWA","AGE20-24","FMLE","21.9","21.90000","","","DHS "
"SDGIPV","PUBLISHED","2015","AFR","","RWA","AGE30-34","FMLE","25.0","25.00000","","","DHS "
"SDGIPV","PUBLISHED","2015","AFR","","RWA","AGE15-49","FMLE","20.7","20.70000","","","DHS "
"SDGIPV","PUBLISHED","2009","AFR","","STP","AGE40-44","FMLE","30.4","30.40000","","","DHS "
"SDGIPV","PUBLISHED","2009","AFR","","STP","AGE15-19","FMLE","27.6","27.60000","","","DHS "
"SDGIPV","PUBLISHED","2009","AFR","","STP","AGE30-34","FMLE","26.9","26.90000","","","DHS "
"SDGIPV","PUBLISHED","2009","AFR","","STP","AGE45-49","FMLE","15.2","15.20000","","","DHS "
"SDGIPV","PUBLISHED","2009","AFR","","STP","AGE35-39","FMLE","24.6","24.60000","","","DHS "
"SDGIPV","PUBLISHED","2009","AFR","","STP","AGE25-29","FMLE","29.1","29.10000","","","DHS "
"SDGIPV","PUBLISHED","2009","AFR","","STP","AGE20-24","FMLE","27.9","27.90000","","","DHS "
"SDGIPV","PUBLISHED","2009","AFR","","STP","AGE15-49","FMLE","26.3","26.30000","","","DHS "
"SDGIPV","PUBLISHED","2017","AFR","","SEN","AGE35-39","FMLE","11.5","11.50000","","","DHS "
"SDGIPV","PUBLISHED","2017","AFR","","SEN","AGE15-49","FMLE","12.2","12.20000","","","DHS "
"SDGIPV","PUBLISHED","2017","AFR","","SEN","AGE30-34","FMLE","14.7","14.70000","","","DHS "
"SDGIPV","PUBLISHED","2017","AFR","","SEN","AGE40-44","FMLE","7.4","7.40000","","","DHS "
"SDGIPV","PUBLISHED","2017","AFR","","SEN","AGE25-29","FMLE","12.6","12.60000","","","DHS "
"SDGIPV","PUBLISHED","2017","AFR","","SEN","AGE15-19","FMLE","18.9","18.90000","","","DHS "
"SDGIPV","PUBLISHED","2017","AFR","","SEN","AGE45-49","FMLE","7.1","7.10000","","","DHS "
"SDGIPV","PUBLISHED","2017","AFR","","SEN","AGE20-24","FMLE","12.8","12.80000","","","DHS "
"SDGIPV","PUBLISHED","2013","AFR","","SLE","AGE20-24","FMLE","37.4","37.40000","","","DHS "
"SDGIPV","PUBLISHED","2013","AFR","","SLE","AGE45-49","FMLE","17.2","17.20000","","","DHS "
"SDGIPV","PUBLISHED","2013","AFR","","SLE","AGE15-19","FMLE","30.5","30.50000","","","DHS "
"SDGIPV","PUBLISHED","2013","AFR","","SLE","AGE15-49","FMLE","28.7","28.70000","","","DHS "
"SDGIPV","PUBLISHED","2013","AFR","","SLE","AGE40-44","FMLE","21.7","21.70000","","","DHS "
"SDGIPV","PUBLISHED","2013","AFR","","SLE","AGE35-39","FMLE","28.7","28.70000","","","DHS "
"SDGIPV","PUBLISHED","2013","AFR","","SLE","AGE25-29","FMLE","34.3","34.30000","","","DHS "
"SDGIPV","PUBLISHED","2013","AFR","","SLE","AGE30-34","FMLE","29.7","29.70000","","","DHS "
"SDGIPV","PUBLISHED","2012","EUR","","SVK","AGE18-49","FMLE","8.0","8.00000","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; definition of physical and sexual violence differs from the standard"
"SDGIPV","PUBLISHED","2010","WPR","","VNM","AGE45-49","FMLE","8.6","8.60000","","","NATIONAL STUDY ON DOMESTIC VIOLENCE AGAINST WOMEN IN VIET NAM "
"SDGIPV","PUBLISHED","2010","WPR","","VNM","AGE25-29","FMLE","12.9","12.90000","","","NATIONAL STUDY ON DOMESTIC VIOLENCE AGAINST WOMEN IN VIET NAM "
"SDGIPV","PUBLISHED","2010","WPR","","VNM","AGE35-39","FMLE","11.1","11.10000","","","NATIONAL STUDY ON DOMESTIC VIOLENCE AGAINST WOMEN IN VIET NAM "
"SDGIPV","PUBLISHED","2010","WPR","","VNM","AGE30-34","FMLE","11.0","11.00000","","","NATIONAL STUDY ON DOMESTIC VIOLENCE AGAINST WOMEN IN VIET NAM "
"SDGIPV","PUBLISHED","2010","WPR","","VNM","AGE18-49","FMLE","10.8","10.80000","","","NATIONAL STUDY ON DOMESTIC VIOLENCE AGAINST WOMEN IN VIET NAM Based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 18-60"
"SDGIPV","PUBLISHED","2010","WPR","","VNM","AGE40-44","FMLE","9.7","9.70000","","","NATIONAL STUDY ON DOMESTIC VIOLENCE AGAINST WOMEN IN VIET NAM "
"SDGIPV","PUBLISHED","2010","WPR","","VNM","AGE18-24","FMLE","15.7","15.70000","","","NATIONAL STUDY ON DOMESTIC VIOLENCE AGAINST WOMEN IN VIET NAM "
"SDGIPV","PUBLISHED","2012","EUR","","SVN","AGE18-49","FMLE","2.0","2.00000","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; observations based on fewer than 30 responses; definition of physical and sexual violence differs from the standard"
"SDGIPV","PUBLISHED","2015","AFR","","ZWE","AGE15-49","FMLE","19.9","19.90000","","","DHS "
"SDGIPV","PUBLISHED","2015","AFR","","ZWE","AGE25-29","FMLE","24.7","24.70000","","","DHS "
"SDGIPV","PUBLISHED","2015","AFR","","ZWE","AGE45-49","FMLE","10.6","10.60000","","","DHS "
"SDGIPV","PUBLISHED","2015","AFR","","ZWE","AGE15-19","FMLE","31.5","31.50000","","","DHS "
"SDGIPV","PUBLISHED","2015","AFR","","ZWE","AGE20-24","FMLE","25.3","25.30000","","","DHS "
"SDGIPV","PUBLISHED","2015","AFR","","ZWE","AGE30-34","FMLE","20.2","20.20000","","","DHS "
"SDGIPV","PUBLISHED","2015","AFR","","ZWE","AGE35-39","FMLE","15.7","15.70000","","","DHS "
"SDGIPV","PUBLISHED","2015","AFR","","ZWE","AGE40-44","FMLE","10.7","10.70000","","","DHS "
"SDGIPV","PUBLISHED","2012","EUR","","ESP","AGE18-49","FMLE","2.0","2.00000","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; observations based on fewer than 30 responses; definition of physical and sexual violence differs from the standard"
"SDGIPV","PUBLISHED","2012","EUR","","SWE","AGE18-49","FMLE","6.0","6.00000","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; definition of physical and sexual violence differs from the standard"
"SDGIPV","PUBLISHED","2017","EUR","","TJK","AGE20-24","FMLE","18.5","18.50000","","","DHS "
"SDGIPV","PUBLISHED","2017","EUR","","TJK","AGE25-29","FMLE","21.6","21.60000","","","DHS "
"SDGIPV","PUBLISHED","2017","EUR","","TJK","AGE15-49","FMLE","19.0","19.00000","","","DHS "
"SDGIPV","PUBLISHED","2017","EUR","","TJK","AGE15-19","FMLE","5.6","5.60000","","","DHS "
"SDGIPV","PUBLISHED","2017","EUR","","TJK","AGE45-49","FMLE","14.8","14.80000","","","DHS "
"SDGIPV","PUBLISHED","2017","EUR","","TJK","AGE40-44","FMLE","18.3","18.30000","","","DHS "
"SDGIPV","PUBLISHED","2017","EUR","","TJK","AGE35-39","FMLE","18.8","18.80000","","","DHS "
"SDGIPV","PUBLISHED","2017","EUR","","TJK","AGE30-34","FMLE","22.8","22.80000","","","DHS "
"SDGIPV","PUBLISHED","2014","AFR","","TGO","AGE25-29","FMLE","14.9","14.90000","","","DHS "
"SDGIPV","PUBLISHED","2014","AFR","","TGO","AGE15-19","FMLE","13.2","13.20000","","","DHS "
"SDGIPV","PUBLISHED","2014","AFR","","TGO","AGE40-44","FMLE","8.9","8.90000","","","DHS "
"SDGIPV","PUBLISHED","2014","AFR","","TGO","AGE20-24","FMLE","14.9","14.90000","","","DHS "
"SDGIPV","PUBLISHED","2014","AFR","","TGO","AGE45-49","FMLE","8.1","8.10000","","","DHS "
"SDGIPV","PUBLISHED","2014","AFR","","TGO","AGE35-39","FMLE","12.0","12.00000","","","DHS "
"SDGIPV","PUBLISHED","2014","AFR","","TGO","AGE30-34","FMLE","14.7","14.70000","","","DHS "
"SDGIPV","PUBLISHED","2014","AFR","","TGO","AGE15-49","FMLE","12.7","12.70000","","","DHS "
"SDGIPV","PUBLISHED","2009","WPR","","TON","AGE15-24","FMLE","40.8","40.80000","","","National Study on Domestic Violence against Women in Tonga "
"SDGIPV","PUBLISHED","2009","WPR","","TON","AGE25-29","FMLE","34.2","34.20000","","","National Study on Domestic Violence against Women in Tonga "
"SDGIPV","PUBLISHED","2009","WPR","","TON","AGE45-49","FMLE","12.2","12.20000","","","National Study on Domestic Violence against Women in Tonga "
"SDGIPV","PUBLISHED","2009","WPR","","TON","AGE35-39","FMLE","11.6","11.60000","","","National Study on Domestic Violence against Women in Tonga "
"SDGIPV","PUBLISHED","2009","WPR","","TON","AGE30-34","FMLE","17.2","17.20000","","","National Study on Domestic Violence against Women in Tonga "
"SDGIPV","PUBLISHED","2009","WPR","","TON","AGE15-49","FMLE","18.9","18.90000","","","National Study on Domestic Violence against Women in Tonga Based on definition used in the WHO multi-country study on women’s health and domestic violence"
"SDGIPV","PUBLISHED","2009","WPR","","TON","AGE40-44","FMLE","7.5","7.50000","","","National Study on Domestic Violence against Women in Tonga "
"SDGIPV","PUBLISHED","2017","AMR","","TTO","AGE15-49","FMLE","6.7","6.74000","","","calculated by UN Women based on available country data from the 2017 National Women's and Health Survey for Trinidad and Tobago Based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 15-64 "
"SDGIPV","PUBLISHED","2017","AMR","","TTO","AGE40-44","FMLE","5.7","5.70000","","","National Women's and Health Survey for Trinidad and Tobago "
"SDGIPV","PUBLISHED","2017","AMR","","TTO","AGE35-39","FMLE","5.8","5.80000","","","National Women's and Health Survey for Trinidad and Tobago "
"SDGIPV","PUBLISHED","2017","AMR","","TTO","AGE25-29","FMLE","10.5","10.50000","","","National Women's and Health Survey for Trinidad and Tobago "
"SDGIPV","PUBLISHED","2017","AMR","","TTO","AGE30-34","FMLE","9.2","9.20000","","","National Women's and Health Survey for Trinidad and Tobago "
"SDGIPV","PUBLISHED","2017","AMR","","TTO","AGE20-24","FMLE","7.2","7.20000","","","National Women's and Health Survey for Trinidad and Tobago "
"SDGIPV","PUBLISHED","2017","AMR","","TTO","AGE45-49","FMLE","4.3","4.30000","","","National Women's and Health Survey for Trinidad and Tobago "
"SDGIPV","PUBLISHED","2014","EUR","","TUR","AGE15-49","FMLE","11.0","11.00000","","","Domestic Violence against Women in Turkey Women aged 15-59 years; based on definition used in the WHO multi-country study on women’s health and"
"SDGIPV","PUBLISHED","2014","EUR","","TUR","AGE15-24","FMLE","18.0","18.00000","","","Domestic Violence against Women in Turkey "
"SDGIPV","PUBLISHED","2014","EUR","","TUR","AGE35-44","FMLE","11.0","11.00000","","","Domestic Violence against Women in Turkey "
"SDGIPV","PUBLISHED","2014","EUR","","TUR","AGE45-59","FMLE","7.0","7.00000","","","Domestic Violence against Women in Turkey "
"SDGIPV","PUBLISHED","2014","EUR","","TUR","AGE25-34","FMLE","13.0","13.00000","","","Domestic Violence against Women in Turkey "
"SDGIPV","PUBLISHED","2007","WPR","","TUV","AGE15-49","FMLE","25.0","25.00000","","","DHS "
"SDGIPV","PUBLISHED","2016","AFR","","UGA","AGE45-49","FMLE","25.5","25.50000","","","DHS "
"SDGIPV","PUBLISHED","2016","AFR","","UGA","AGE40-44","FMLE","25.0","25.00000","","","DHS "
"SDGIPV","PUBLISHED","2016","AFR","","UGA","AGE20-24","FMLE","33.4","33.40000","","","DHS "
"SDGIPV","PUBLISHED","2016","AFR","","UGA","AGE25-29","FMLE","30.2","30.20000","","","DHS "
"SDGIPV","PUBLISHED","2016","AFR","","UGA","AGE35-39","FMLE","29.7","29.70000","","","DHS "
"SDGIPV","PUBLISHED","2016","AFR","","UGA","AGE15-49","FMLE","29.9","29.90000","","","DHS "
"SDGIPV","PUBLISHED","2016","AFR","","UGA","AGE15-19","FMLE","31.0","31.00000","","","DHS "
"SDGIPV","PUBLISHED","2016","AFR","","UGA","AGE30-34","FMLE","30.2","30.20000","","","DHS "
"SDGIPV","PUBLISHED","2007","EUR","","UKR","AGE35-39","FMLE","10.3","10.30000","","","DHS "
"SDGIPV","PUBLISHED","2007","EUR","","UKR","AGE15-19","FMLE","2.4","2.40000","","","DHS "
"SDGIPV","PUBLISHED","2007","EUR","","UKR","AGE20-24","FMLE","7.0","7.00000","","","DHS "
"SDGIPV","PUBLISHED","2007","EUR","","UKR","AGE40-44","FMLE","10.5","10.50000","","","DHS "
"SDGIPV","PUBLISHED","2007","EUR","","UKR","AGE25-29","FMLE","7.6","7.60000","","","DHS "
"SDGIPV","PUBLISHED","2007","EUR","","UKR","AGE30-34","FMLE","11.8","11.80000","","","DHS "
"SDGIPV","PUBLISHED","2007","EUR","","UKR","AGE15-49","FMLE","10.2","10.20000","","","DHS "
"SDGIPV","PUBLISHED","2007","EUR","","UKR","AGE45-49","FMLE","11.9","11.90000","","","DHS "
"SDGIPV","PUBLISHED","2014","EMR","","EGY","AGE25-29","FMLE","15.6","15.60000","","","DHS "
"SDGIPV","PUBLISHED","2014","EMR","","EGY","AGE15-19","FMLE","16.5","16.50000","","","DHS "
"SDGIPV","PUBLISHED","2014","EMR","","EGY","AGE20-24","FMLE","20.3","20.30000","","","DHS "
"SDGIPV","PUBLISHED","2014","EMR","","EGY","AGE45-49","FMLE","7.5","7.50000","","","DHS "
"SDGIPV","PUBLISHED","2014","EMR","","EGY","AGE15-49","FMLE","14.0","14.00000","","","DHS "
"SDGIPV","PUBLISHED","2014","EMR","","EGY","AGE35-39","FMLE","14.3","14.30000","","","DHS "
"SDGIPV","PUBLISHED","2014","EMR","","EGY","AGE30-34","FMLE","13.2","13.20000","","","DHS "
"SDGIPV","PUBLISHED","2014","EMR","","EGY","AGE40-44","FMLE","10.8","10.80000","","","DHS "
"SDGIPV","PUBLISHED","2012","EUR","","GBR","AGE18-49","FMLE","6.0","6.00000","","","calculated by FRA based on available country data from the 2012 FRA Violence against women: an EU-wide Survey  Women aged 18-74; definition of physical and sexual violence differs from the standard"
"SDGIPV","PUBLISHED","2016","AFR","","TZA","AGE30-34","FMLE","29.5","29.50000","","","DHS "
"SDGIPV","PUBLISHED","2016","AFR","","TZA","AGE25-29","FMLE","34.6","34.60000","","","DHS "
"SDGIPV","PUBLISHED","2016","AFR","","TZA","AGE45-49","FMLE","22.2","22.20000","","","DHS "
"SDGIPV","PUBLISHED","2016","AFR","","TZA","AGE40-44","FMLE","23.2","23.20000","","","DHS "
"SDGIPV","PUBLISHED","2016","AFR","","TZA","AGE15-19","FMLE","30.1","30.10000","","","DHS "
"SDGIPV","PUBLISHED","2016","AFR","","TZA","AGE35-39","FMLE","28.5","28.50000","","","DHS "
"SDGIPV","PUBLISHED","2016","AFR","","TZA","AGE20-24","FMLE","34.2","34.20000","","","DHS "
"SDGIPV","PUBLISHED","2016","AFR","","TZA","AGE15-49","FMLE","29.6","29.60000","","","DHS "
"SDGIPV","PUBLISHED","2010","AFR","","BFA","AGE30-34","FMLE","9.1","9.10000","","","DHS "
"SDGIPV","PUBLISHED","2010","AFR","","BFA","AGE25-29","FMLE","9.4","9.40000","","","DHS "
"SDGIPV","PUBLISHED","2010","AFR","","BFA","AGE15-49","FMLE","9.3","9.30000","","","DHS "
"SDGIPV","PUBLISHED","2010","AFR","","BFA","AGE20-24","FMLE","10.3","10.30000","","","DHS "
"SDGIPV","PUBLISHED","2010","AFR","","BFA","AGE45-49","FMLE","8.7","8.70000","","","DHS "
"SDGIPV","PUBLISHED","2010","AFR","","BFA","AGE35-39","FMLE","10.8","10.80000","","","DHS "
"SDGIPV","PUBLISHED","2010","AFR","","BFA","AGE40-44","FMLE","9.1","9.10000","","","DHS "
"SDGIPV","PUBLISHED","2013","AMR","","URY","AGE15-49","FMLE","2.8","2.80000","","","PAHO 2018 publication Intimate Partner Violence against Women in the Americas: calculated by PAHO based on available country data from the 2013 Encuesta Nacional de Violencia basada en Genero y Generaciones ~ENDIREH methodology; women aged 15+; partner includes male and female partners; sexual violence definition differs from standard"
"SDGIPV","PUBLISHED","2000","WPR","","WSM","AGE15-49","FMLE","22.0","22.00000","","","The Samoa Family Health and Safety Study Based on definition used in the WHO multi-country study on women’s health and domestic violence; not included in aggregates as falls outside year range"
"SDGIPV","PUBLISHED","2014","AFR","","ZMB","AGE25-29","FMLE","29.0","29.00000","","","DHS "
"SDGIPV","PUBLISHED","2014","AFR","","ZMB","AGE15-49","FMLE","26.7","26.70000","","","DHS "
"SDGIPV","PUBLISHED","2014","AFR","","ZMB","AGE20-24","FMLE","31.6","31.60000","","","DHS "
"SDGIPV","PUBLISHED","2014","AFR","","ZMB","AGE35-39","FMLE","26.8","26.80000","","","DHS "
"SDGIPV","PUBLISHED","2014","AFR","","ZMB","AGE40-44","FMLE","21.6","21.60000","","","DHS "
"SDGIPV","PUBLISHED","2014","AFR","","ZMB","AGE15-19","FMLE","29.8","29.80000","","","DHS "
"SDGIPV","PUBLISHED","2014","AFR","","ZMB","AGE30-34","FMLE","26.7","26.70000","","","DHS "
"SDGIPV","PUBLISHED","2014","AFR","","ZMB","AGE45-49","FMLE","16.0","16.00000","","","DHS "
