"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","SEX","ARCHIVE","Display Value","Numeric","Low","High","Comments"
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","AUS","BTSX","DEC2019","12.5 [12.1-12.8]","12.50000","12.10000","12.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","KHM","FMLE","DEC2019","1.5 [1.4-1.6]","1.50000","1.40000","1.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","KHM","BTSX","DEC2019","6.7 [6.3-7.1]","6.70000","6.30000","7.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","KHM","MLE","DEC2019","11.9 [11.2-12.6]","11.90000","11.20000","12.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","FJI","BTSX","DEC2019","3 [2.9-3.1]","3.00000","2.90000","3.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","FJI","MLE","DEC2019","5.2 [4.9-5.4]","5.20000","4.90000","5.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","KIR","MLE","DEC2019","0.8 [0.8-0.9]","0.80000","0.80000","0.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","LAO","FMLE","DEC2019","2.2 [2.1-2.3]","2.20000","2.10000","2.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","MHL","FMLE","DEC2019",".","","","",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","FSM","BTSX","DEC2019","2.9 [2.7-3]","2.90000","2.70000","3.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","NRU","BTSX","DEC2019","6 [5.7-6.3]","6.00000","5.70000","6.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","NRU","MLE","DEC2019","10.5 [9.9-11]","10.50000","9.90000","11.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","PLW","MLE","DEC2019",".","","","",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","PLW","FMLE","DEC2019",".","","","",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","KOR","FMLE","DEC2019","3.8 [3.7-3.9]","3.80000","3.70000","3.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","KOR","BTSX","DEC2019","10.2 [9.9-10.5]","10.20000","9.90000","10.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","SGP","FMLE","DEC2019","0.8 [0.8-0.9]","0.80000","0.80000","0.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","SLB","BTSX","DEC2019","1.6 [1.5-1.7]","1.60000","1.50000","1.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","SLB","MLE","DEC2019","2.8 [2.7-2.9]","2.80000","2.70000","2.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","TUV","BTSX","DEC2019","1.7 [1.7-1.8]","1.70000","1.70000","1.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","TUV","MLE","DEC2019","3.1 [2.9-3.2]","3.10000","2.90000","3.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","STP","FMLE","DEC2019","2 [1.9-2.1]","2.00000","1.90000","2.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","SEN","BTSX","DEC2019","0.6 [0.6-0.6]","0.60000","0.60000","0.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","NGA","FMLE","DEC2019","4.1 [4-4.2]","4.10000","4.00000","4.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","NER","MLE","DEC2019","0.9 [0.8-1]","0.90000","0.80000","1.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","MOZ","MLE","DEC2019","3 [2.8-3.2]","3.00000","2.80000","3.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","MOZ","BTSX","DEC2019","1.7 [1.6-1.8]","1.70000","1.60000","1.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","MLI","BTSX","DEC2019","1.3 [1.2-1.3]","1.30000","1.20000","1.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","MLI","FMLE","DEC2019","0.3 [0.3-0.3]","0.30000","0.30000","0.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","LBR","FMLE","DEC2019","1.6 [1.5-1.7]","1.60000","1.50000","1.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","LBR","MLE","DEC2019","9.1 [8.7-9.5]","9.10000","8.70000","9.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","KEN","FMLE","DEC2019","1.3 [1.3-1.4]","1.30000","1.30000","1.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","GNB","MLE","DEC2019","8.3 [7.9-8.7]","8.30000","7.90000","8.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","GHA","MLE","DEC2019","9.1 [8.5-9.7]","9.10000","8.50000","9.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","GHA","BTSX","DEC2019","5.3 [4.9-5.6]","5.30000","4.90000","5.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","ETH","BTSX","DEC2019","2.9 [2.7-3]","2.90000","2.70000","3.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","ETH","FMLE","DEC2019","0.9 [0.8-1]","0.90000","0.80000","1.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","COD","FMLE","DEC2019","0.8 [0.8-0.8]","0.80000","0.80000","0.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","COD","MLE","DEC2019","4.3 [4-4.5]","4.30000","4.00000","4.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","COM","MLE","DEC2019","1.6 [1.5-1.8]","1.60000","1.50000","1.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","COM","BTSX","DEC2019","0.9 [0.8-1]","0.90000","0.80000","1.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","CAF","BTSX","DEC2019","3.9 [3.6-4.1]","3.90000","3.60000","4.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","CMR","FMLE","DEC2019","2.7 [2.5-2.8]","2.70000","2.50000","2.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","BDI","FMLE","DEC2019","2.2 [2.1-2.3]","2.20000","2.10000","2.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","BFA","MLE","DEC2019","14.2 [13.4-14.9]","14.20000","13.40000","14.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","BEN","FMLE","DEC2019","0.8 [0.8-0.9]","0.80000","0.80000","0.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","BEN","MLE","DEC2019","4.1 [3.9-4.3]","4.10000","3.90000","4.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","SLE","BTSX","DEC2019","5.7 [5.4-5.9]","5.70000","5.40000","5.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","SLE","MLE","DEC2019","9.8 [9.3-10.3]","9.80000","9.30000","10.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","SWZ","MLE","DEC2019","11.9 [11.5-12.3]","11.90000","11.50000","12.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","SWZ","FMLE","DEC2019","2.9 [2.7-3]","2.90000","2.70000","3.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","PRY","FMLE","DEC2019","2.6 [2.5-2.7]","2.60000","2.50000","2.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","KNA","FMLE","DEC2019","3.4 [3.3-3.5]","3.40000","3.30000","3.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","LCA","BTSX","DEC2019","9.5 [9.3-9.8]","9.50000","9.30000","9.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","UGA","MLE","DEC2019","16.1 [15.5-16.7]","16.10000","15.50000","16.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","TZA","FMLE","DEC2019","3.2 [3.1-3.3]","3.20000","3.10000","3.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","ZWE","FMLE","DEC2019","1.3 [1.2-1.3]","1.30000","1.20000","1.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","ATG","BTSX","DEC2019","6.1 [5.9-6.2]","6.10000","5.90000","6.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","BHS","BTSX","DEC2019","4.4 [4.2-4.7]","4.40000","4.20000","4.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","BHS","MLE","DEC2019","7.6 [7.1-8.1]","7.60000","7.10000","8.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","BOL","MLE","DEC2019","9.8 [9.3-10.3]","9.80000","9.30000","10.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","BOL","FMLE","DEC2019","1.6 [1.5-1.6]","1.60000","1.50000","1.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","CHL","FMLE","DEC2019","3.9 [3.7-4]","3.90000","3.70000","4.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","CHL","BTSX","DEC2019","9.3 [9-9.5]","9.30000","9.00000","9.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","CUB","BTSX","DEC2019","5.1 [4.9-5.2]","5.10000","4.90000","5.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","CUB","MLE","DEC2019","8.5 [8.2-8.8]","8.50000","8.20000","8.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","DOM","MLE","DEC2019","11.6 [11.2-12]","11.60000","11.20000","12.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","ECU","FMLE","DEC2019","2.1 [2-2.2]","2.10000","2.00000","2.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","GRD","MLE","DEC2019","13.5 [13.1-13.9]","13.50000","13.10000","13.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","GRD","FMLE","DEC2019","3.1 [3-3.3]","3.10000","3.00000","3.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","HTI","FMLE","DEC2019","2.1 [2.1-2.2]","2.10000","2.10000","2.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","HTI","BTSX","DEC2019","5.8 [5.7-5.9]","5.80000","5.70000","5.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","MEX","BTSX","DEC2019","6.7 [6.4-7]","6.70000","6.40000","7.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","MEX","MLE","DEC2019","11.3 [10.9-11.8]","11.30000","10.90000","11.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","PAN","MLE","DEC2019","13.2 [12.8-13.6]","13.20000","12.80000","13.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","SUR","MLE","DEC2019","8.7 [8.4-9]","8.70000","8.40000","9.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AMR","URY","MLE","DEC2019","15.2 [14.7-15.7]","15.20000","14.70000","15.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","SUR","BTSX","DEC2019","5.1 [5-5.3]","5.10000","5.00000","5.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","BGR","FMLE","DEC2019","4.8 [4.6-4.9]","4.80000","4.60000","4.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","EST","BTSX","DEC2019","11.6 [11.2-12]","11.60000","11.20000","12.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","EST","MLE","DEC2019","19.4 [18.7-20.1]","19.40000","18.70000","20.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","GEO","MLE","DEC2019","18.6 [17.9-19.3]","18.60000","17.90000","19.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","GEO","FMLE","DEC2019","2.9 [2.8-3]","2.90000","2.80000","3.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","GRC","MLE","DEC2019","17.2 [16.3-18.1]","17.20000","16.30000","18.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","HUN","FMLE","DEC2019","5 [4.8-5.2]","5.00000","4.80000","5.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","IRL","FMLE","DEC2019","5.8 [5.7-6]","5.80000","5.70000","6.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","ISR","BTSX","DEC2019","3 [2.9-3]","3.00000","2.90000","3.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","KAZ","BTSX","DEC2019","7.7 [7.4-8]","7.70000","7.40000","8.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","KAZ","MLE","DEC2019","13.6 [13.1-14.2]","13.60000","13.10000","14.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","LTU","MLE","DEC2019","24.9 [24.2-25.6]","24.90000","24.20000","25.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","LTU","FMLE","DEC2019","6.9 [6.7-7]","6.90000","6.70000","7.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","MCO","FMLE","DEC2019",".","","","",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","MCO","BTSX","DEC2019",".","","","",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","NOR","BTSX","DEC2019","9 [8.7-9.3]","9.00000","8.70000","9.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","NOR","MLE","DEC2019","14.1 [13.6-14.6]","14.10000","13.60000","14.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","PRT","MLE","DEC2019","20.5 [19.8-21.2]","20.50000","19.80000","21.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","MDA","FMLE","DEC2019","7.8 [7.3-8.2]","7.80000","7.30000","8.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","RUS","MLE","DEC2019","26.1 [25-27.2]","26.10000","25.00000","27.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","RUS","FMLE","DEC2019","5.8 [5.6-6.1]","5.80000","5.60000","6.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","SVK","FMLE","DEC2019","5 [4.8-5.2]","5.00000","4.80000","5.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","SVK","BTSX","DEC2019","11.5 [11.1-11.8]","11.50000","11.10000","11.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","SWE","BTSX","DEC2019","9.5 [9.1-9.8]","9.50000","9.10000","9.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","SWE","MLE","DEC2019","15.1 [14.5-15.6]","15.10000","14.50000","15.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","TJK","MLE","DEC2019","5.7 [5.3-6.2]","5.70000","5.30000","6.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","MKD","FMLE","DEC2019","2.2 [2.1-2.3]","2.20000","2.10000","2.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","TKM","FMLE","DEC2019","1.5 [1.5-1.6]","1.50000","1.50000","1.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","UKR","BTSX","DEC2019","14.3 [13.6-15]","14.30000","13.60000","15.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","UZB","BTSX","DEC2019","2.7 [2.5-2.8]","2.70000","2.50000","2.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","UZB","MLE","DEC2019","4.8 [4.5-5]","4.80000","4.50000","5.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","SEAR","PRK","BTSX","DEC2019","3.8 [3.7-3.9]","3.80000","3.70000","3.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","SEAR","PRK","MLE","DEC2019","6.5 [6.3-6.7]","6.50000","6.30000","6.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","CYP","FMLE","DEC2019","4.2 [4.1-4.4]","4.20000","4.10000","4.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AMR","URY","FMLE","DEC2019","4.5 [4.3-4.6]","4.50000","4.30000","4.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","CZE","BTSX","DEC2019","14 [13.6-14.4]","14.00000","13.60000","14.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","AFG","MLE","DEC2019","0.4 [0.4-0.4]","0.40000","0.40000","0.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","BHR","FMLE","DEC2019","0.3 [0.3-0.3]","0.30000","0.30000","0.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","EGY","FMLE","DEC2019","0.1 [0.1-0.1]","0.10000","0.10000","0.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","IRN","BTSX","DEC2019","1 [0.9-1.1]","1.00000","0.90000","1.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","JOR","BTSX","DEC2019","0.7 [0.7-0.8]","0.70000","0.70000","0.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","JOR","MLE","DEC2019","1.3 [1.2-1.4]","1.30000","1.20000","1.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","LBY","MLE","DEC2019","0.2 [0.2-0.2]","0.20000","0.20000","0.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","LBY","FMLE","DEC2019","0 [0-0]","0.00000","0.00000","0.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","PAK","FMLE","DEC2019","0 [0-0]","0.00000","0.00000","0.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","PAK","BTSX","DEC2019","0.3 [0.3-0.3]","0.30000","0.30000","0.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","SOM","BTSX","DEC2019","0.5 [0.4-0.5]","0.50000","0.40000","0.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","SOM","MLE","DEC2019","0.9 [0.8-1]","0.90000","0.80000","1.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","SYR","MLE","DEC2019","0.6 [0.5-0.6]","0.60000","0.50000","0.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","TUN","FMLE","DEC2019","0.2 [0.2-0.2]","0.20000","0.20000","0.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EMR","YEM","MLE","DEC2019","0.4 [0.4-0.4]","0.40000","0.40000","0.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EMR","YEM","FMLE","DEC2019","0 [0-0]","0.00000","0.00000","0.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","ARM","FMLE","DEC2019","1.6 [1.5-1.6]","1.60000","1.50000","1.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","ARM","BTSX","DEC2019","5.5 [5.3-5.8]","5.50000","5.30000","5.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","BLR","BTSX","DEC2019","17.5 [16.9-18.1]","17.50000","16.90000","18.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","EUR","BLR","MLE","DEC2019","28.9 [27.9-29.8]","28.90000","27.90000","29.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","EUR","BIH","MLE","DEC2019","10.9 [10.4-11.3]","10.90000","10.40000","11.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","SEAR","PRK","FMLE","DEC2019","1.2 [1.2-1.3]","1.20000","1.20000","1.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","SEAR","IDN","MLE","DEC2019","1.4 [1.3-1.5]","1.40000","1.30000","1.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","SEAR","MDV","FMLE","DEC2019","0.4 [0.4-0.4]","0.40000","0.40000","0.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","SEAR","NPL","FMLE","DEC2019","0.6 [0.6-0.6]","0.60000","0.60000","0.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","SEAR","LKA","BTSX","DEC2019","4 [3.8-4.2]","4.00000","3.80000","4.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","SEAR","TLS","BTSX","DEC2019","2.1 [1.9-2.2]","2.10000","1.90000","2.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","SEAR","TLS","MLE","DEC2019","3.5 [3.3-3.8]","3.50000","3.30000","3.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","KHM","MLE","DEC2019","8.8 [8.2-9.4]","8.80000","8.20000","9.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","KHM","FMLE","DEC2019","2 [1.9-2.1]","2.00000","1.90000","2.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","FJI","FMLE","DEC2019","0.8 [0.7-0.8]","0.80000","0.70000","0.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","FJI","BTSX","DEC2019","3 [2.9-3.1]","3.00000","2.90000","3.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","LAO","BTSX","DEC2019","7 [6.8-7.3]","7.00000","6.80000","7.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","LAO","MLE","DEC2019","12.1 [11.7-12.5]","12.10000","11.70000","12.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","MHL","BTSX","DEC2019",".","","","",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","MHL","MLE","DEC2019",".","","","",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","FSM","FMLE","DEC2019","0.7 [0.7-0.8]","0.70000","0.70000","0.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","NRU","MLE","DEC2019","11 [10.4-11.5]","11.00000","10.40000","11.50000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","NRU","FMLE","DEC2019","1.6 [1.5-1.7]","1.60000","1.50000","1.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","PLW","FMLE","DEC2019",".","","","",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","PLW","BTSX","DEC2019",".","","","",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","KOR","BTSX","DEC2019","9.9 [9.7-10.2]","9.90000","9.70000","10.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","KOR","MLE","DEC2019","16.2 [15.7-16.6]","16.20000","15.70000","16.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","SGP","MLE","DEC2019","3.3 [3.2-3.4]","3.30000","3.20000","3.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","SLB","FMLE","DEC2019","0.4 [0.4-0.4]","0.40000","0.40000","0.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","WPR","TUV","FMLE","DEC2019","0.4 [0.4-0.4]","0.40000","0.40000","0.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","WPR","VUT","BTSX","DEC2019","1.1 [1.1-1.2]","1.10000","1.10000","1.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","DZA","FMLE","DEC2019","0.2 [0.2-0.2]","0.20000","0.20000","0.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","NAM","FMLE","DEC2019","2.9 [2.8-3]","2.90000","2.80000","3.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","RWA","BTSX","DEC2019","9 [8.6-9.3]","9.00000","8.60000","9.30000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","RWA","FMLE","DEC2019","2.9 [2.8-3]","2.90000","2.80000","3.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","SYC","BTSX","DEC2019","6.3 [6-6.6]","6.30000","6.00000","6.60000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","SYC","BTSX","DEC2019","12 [11.6-12.4]","12.00000","11.60000","12.40000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","NAM","BTSX","DEC2019","9.8 [9.5-10.2]","9.80000","9.50000","10.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","MUS","FMLE","DEC2019","1.1 [1-1.1]","1.10000","1.00000","1.10000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","MRT","FMLE","DEC2019","0 [0-0]","0.00000","0.00000","0.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","MRT","BTSX","DEC2019","0 [0-0]","0.00000","0.00000","0.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","MWI","MLE","DEC2019","5.7 [5.4-6]","5.70000","5.40000","6.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","MWI","FMLE","DEC2019","0.9 [0.9-1]","0.90000","0.90000","1.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","LSO","MLE","DEC2019","12 [11.3-12.8]","12.00000","11.30000","12.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","LSO","FMLE","DEC2019","1.9 [1.8-2]","1.90000","1.80000","2.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","GIN","MLE","DEC2019","1.2 [8.5-9.7]","1.20000","8.50000","9.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","GIN","FMLE","DEC2019","0.2 [1.5-1.8]","0.20000","1.50000","1.80000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","GMB","BTSX","DEC2019","3.8 [3.7-4]","3.80000","3.70000","4.00000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","GAB","MLE","DEC2019","18.1 [17.5-18.7]","18.10000","17.50000","18.70000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","ERI","BTSX","DEC2019","1.1 [1.1-1.2]","1.10000","1.10000","1.20000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","GNQ","MLE","DEC2019","17.4 [16.9-17.9]","17.40000","16.90000","17.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2010","AFR","CIV","BTSX","DEC2019","7.5 [7.1-7.9]","7.50000","7.10000","7.90000",""
"SA_0000001822_ARCHIVED","PUBLISHED","2016","AFR","COG","MLE","DEC2019","12.9 [12.2-13.5]","12.90000","12.20000","13.50000",""
