"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","WORLDBANKINCOMEGROUP","COUNTRY","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MLI","YEARS25-29","FMLE","3.6","3.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MLI","YEARS25-29","MLE","11.6","11.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","MLT","YEARS05-09","BTSX","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","MLT","YEARS05-09","FMLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","MLT","YEARS05-09","MLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","MLT","YEARS10-14","BTSX","3.5","3.50000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","MLT","YEARS10-14","FMLE","4.9","4.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","MLT","YEARS10-14","MLE","2.1","2.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","MLT","YEARS15-19","BTSX","5.9","5.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","MLT","YEARS15-19","FMLE","5.7","5.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","MLT","YEARS15-19","MLE","6.0","6.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","MLT","YEARS20-24","BTSX","4.6","4.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","MLT","YEARS20-24","FMLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","MLT","YEARS20-24","MLE","8.7","8.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","MLT","YEARS25-29","BTSX","6.0","6.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","MLT","YEARS25-29","FMLE","4.1","4.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","MLT","YEARS25-29","MLE","7.9","7.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","WB_LMI","MMR","YEARS05-09","BTSX","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","WB_LMI","MMR","YEARS05-09","FMLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","WB_LMI","MMR","YEARS05-09","MLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","WB_LMI","MMR","YEARS10-14","BTSX","0.4","0.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","WB_LMI","MMR","YEARS10-14","FMLE","0.7","0.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","WB_LMI","MMR","YEARS10-14","MLE","0.2","0.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","WB_LMI","MMR","YEARS15-19","BTSX","9.3","9.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","WB_LMI","MMR","YEARS15-19","FMLE","12.0","12.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","WB_LMI","MMR","YEARS15-19","MLE","6.6","6.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","WB_LMI","MMR","YEARS20-24","BTSX","13.4","13.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","WB_LMI","MMR","YEARS20-24","FMLE","16.2","16.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","WB_LMI","MMR","YEARS20-24","MLE","10.7","10.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","WB_LMI","MMR","YEARS25-29","BTSX","11.1","11.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","WB_LMI","MMR","YEARS25-29","FMLE","13.8","13.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","SEAR","","WB_LMI","MMR","YEARS25-29","MLE","8.4","8.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","MNE","YEARS05-09","BTSX","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","MNE","YEARS05-09","FMLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","MNE","YEARS05-09","MLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","MNE","YEARS10-14","BTSX","1.0","1.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","MNE","YEARS10-14","FMLE","0.2","0.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","MNE","YEARS10-14","MLE","1.8","1.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","MNE","YEARS15-19","BTSX","3.7","3.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","MNE","YEARS15-19","FMLE","1.1","1.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","MNE","YEARS15-19","MLE","6.1","6.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","MNE","YEARS20-24","BTSX","5.8","5.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","MNE","YEARS20-24","FMLE","2.2","2.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","MNE","YEARS20-24","MLE","9.1","9.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","MNE","YEARS25-29","BTSX","7.1","7.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","MNE","YEARS25-29","FMLE","1.5","1.50000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_UMI","MNE","YEARS25-29","MLE","12.3","12.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_LMI","MNG","YEARS05-09","BTSX","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_LMI","MNG","YEARS05-09","FMLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_LMI","MNG","YEARS05-09","MLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_LMI","MNG","YEARS10-14","BTSX","2.6","2.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_LMI","MNG","YEARS10-14","FMLE","0.8","0.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_LMI","MNG","YEARS10-14","MLE","4.4","4.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_LMI","MNG","YEARS15-19","BTSX","11.3","11.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_LMI","MNG","YEARS15-19","FMLE","5.4","5.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_LMI","MNG","YEARS15-19","MLE","17.1","17.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_LMI","MNG","YEARS20-24","BTSX","15.4","15.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_LMI","MNG","YEARS20-24","FMLE","5.5","5.50000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_LMI","MNG","YEARS20-24","MLE","25.0","25.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_LMI","MNG","YEARS25-29","BTSX","17.3","17.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_LMI","MNG","YEARS25-29","FMLE","4.2","4.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_LMI","MNG","YEARS25-29","MLE","30.2","30.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MOZ","YEARS05-09","BTSX","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MOZ","YEARS05-09","FMLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MOZ","YEARS05-09","MLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MOZ","YEARS10-14","BTSX","2.3","2.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MOZ","YEARS10-14","FMLE","0.9","0.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MOZ","YEARS10-14","MLE","3.6","3.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MOZ","YEARS15-19","BTSX","3.6","3.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MOZ","YEARS15-19","FMLE","2.3","2.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MOZ","YEARS15-19","MLE","4.9","4.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MOZ","YEARS20-24","BTSX","6.0","6.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MOZ","YEARS20-24","FMLE","2.7","2.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MOZ","YEARS20-24","MLE","9.3","9.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MOZ","YEARS25-29","BTSX","6.3","6.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MOZ","YEARS25-29","FMLE","2.8","2.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MOZ","YEARS25-29","MLE","9.9","9.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","MRT","YEARS05-09","BTSX","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","MRT","YEARS05-09","FMLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","MRT","YEARS05-09","MLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","MRT","YEARS10-14","BTSX","0.4","0.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","MRT","YEARS10-14","FMLE","0.2","0.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","MRT","YEARS10-14","MLE","0.6","0.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","MRT","YEARS15-19","BTSX","2.6","2.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","MRT","YEARS15-19","FMLE","1.8","1.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","MRT","YEARS15-19","MLE","3.3","3.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","MRT","YEARS20-24","BTSX","4.4","4.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","MRT","YEARS20-24","FMLE","2.0","2.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","MRT","YEARS20-24","MLE","6.7","6.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","MRT","YEARS25-29","BTSX","4.2","4.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","MRT","YEARS25-29","FMLE","2.0","2.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","MRT","YEARS25-29","MLE","6.3","6.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","MUS","YEARS05-09","BTSX","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","MUS","YEARS05-09","FMLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","MUS","YEARS05-09","MLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","MUS","YEARS10-14","BTSX","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","MUS","YEARS10-14","FMLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","MUS","YEARS10-14","MLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","MUS","YEARS15-19","BTSX","7.5","7.50000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","MUS","YEARS15-19","FMLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","MUS","YEARS15-19","MLE","14.7","14.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","MUS","YEARS20-24","BTSX","14.6","14.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","MUS","YEARS20-24","FMLE","7.8","7.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","MUS","YEARS20-24","MLE","21.2","21.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","MUS","YEARS25-29","BTSX","10.9","10.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","MUS","YEARS25-29","FMLE","2.2","2.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","MUS","YEARS25-29","MLE","19.6","19.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MWI","YEARS05-09","BTSX","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MWI","YEARS05-09","FMLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MWI","YEARS05-09","MLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MWI","YEARS10-14","BTSX","0.9","0.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MWI","YEARS10-14","FMLE","0.3","0.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MWI","YEARS10-14","MLE","1.5","1.50000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MWI","YEARS15-19","BTSX","1.8","1.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MWI","YEARS15-19","FMLE","1.0","1.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MWI","YEARS15-19","MLE","2.5","2.50000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MWI","YEARS20-24","BTSX","3.0","3.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MWI","YEARS20-24","FMLE","1.1","1.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MWI","YEARS20-24","MLE","4.9","4.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MWI","YEARS25-29","BTSX","3.4","3.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MWI","YEARS25-29","FMLE","1.3","1.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","MWI","YEARS25-29","MLE","5.5","5.50000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_UMI","MYS","YEARS05-09","BTSX","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_UMI","MYS","YEARS05-09","FMLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_UMI","MYS","YEARS05-09","MLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_UMI","MYS","YEARS10-14","BTSX","0.2","0.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_UMI","MYS","YEARS10-14","FMLE","0.1","0.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_UMI","MYS","YEARS10-14","MLE","0.3","0.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_UMI","MYS","YEARS15-19","BTSX","3.5","3.50000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_UMI","MYS","YEARS15-19","FMLE","1.6","1.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_UMI","MYS","YEARS15-19","MLE","5.3","5.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_UMI","MYS","YEARS20-24","BTSX","4.2","4.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_UMI","MYS","YEARS20-24","FMLE","1.8","1.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_UMI","MYS","YEARS20-24","MLE","6.4","6.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_UMI","MYS","YEARS25-29","BTSX","3.9","3.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_UMI","MYS","YEARS25-29","FMLE","1.8","1.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","WPR","","WB_UMI","MYS","YEARS25-29","MLE","5.7","5.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","NAM","YEARS05-09","BTSX","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","NAM","YEARS05-09","FMLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","NAM","YEARS05-09","MLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","NAM","YEARS10-14","BTSX","0.5","0.50000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","NAM","YEARS10-14","FMLE","0.2","0.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","NAM","YEARS10-14","MLE","0.7","0.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","NAM","YEARS15-19","BTSX","8.8","8.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","NAM","YEARS15-19","FMLE","3.8","3.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","NAM","YEARS15-19","MLE","13.8","13.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","NAM","YEARS20-24","BTSX","11.6","11.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","NAM","YEARS20-24","FMLE","3.2","3.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","NAM","YEARS20-24","MLE","20.1","20.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","NAM","YEARS25-29","BTSX","11.2","11.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","NAM","YEARS25-29","FMLE","3.0","3.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_UMI","NAM","YEARS25-29","MLE","19.8","19.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","NER","YEARS05-09","BTSX","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","NER","YEARS05-09","FMLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","NER","YEARS05-09","MLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","NER","YEARS10-14","BTSX","2.8","2.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","NER","YEARS10-14","FMLE","1.6","1.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","NER","YEARS10-14","MLE","4.0","4.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","NER","YEARS15-19","BTSX","3.4","3.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","NER","YEARS15-19","FMLE","2.8","2.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","NER","YEARS15-19","MLE","3.9","3.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","NER","YEARS20-24","BTSX","4.7","4.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","NER","YEARS20-24","FMLE","2.8","2.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","NER","YEARS20-24","MLE","6.9","6.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","NER","YEARS25-29","BTSX","5.9","5.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","NER","YEARS25-29","FMLE","3.2","3.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LI","NER","YEARS25-29","MLE","8.8","8.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","NGA","YEARS05-09","BTSX","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","NGA","YEARS05-09","FMLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","NGA","YEARS05-09","MLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","NGA","YEARS10-14","BTSX","1.3","1.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","NGA","YEARS10-14","FMLE","0.7","0.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","NGA","YEARS10-14","MLE","1.8","1.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","NGA","YEARS15-19","BTSX","7.3","7.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","NGA","YEARS15-19","FMLE","7.2","7.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","NGA","YEARS15-19","MLE","7.4","7.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","NGA","YEARS20-24","BTSX","11.6","11.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","NGA","YEARS20-24","FMLE","8.8","8.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","NGA","YEARS20-24","MLE","14.2","14.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","NGA","YEARS25-29","BTSX","11.3","11.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","NGA","YEARS25-29","FMLE","8.9","8.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","AFR","","WB_LMI","NGA","YEARS25-29","MLE","13.6","13.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","NIC","YEARS05-09","BTSX","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","NIC","YEARS05-09","FMLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","NIC","YEARS05-09","MLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","NIC","YEARS10-14","BTSX","3.6","3.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","NIC","YEARS10-14","FMLE","4.4","4.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","NIC","YEARS10-14","MLE","2.8","2.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","NIC","YEARS15-19","BTSX","19.7","19.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","NIC","YEARS15-19","FMLE","15.6","15.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","NIC","YEARS15-19","MLE","23.6","23.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","NIC","YEARS20-24","BTSX","26.0","26.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","NIC","YEARS20-24","FMLE","10.6","10.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","NIC","YEARS20-24","MLE","40.6","40.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","NIC","YEARS25-29","BTSX","22.3","22.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","NIC","YEARS25-29","FMLE","7.4","7.40000","","",""
"SDGSUICIDE","PUBLISHED","2016","AMR","","WB_LMI","NIC","YEARS25-29","MLE","37.1","37.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","NLD","YEARS05-09","BTSX","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","NLD","YEARS05-09","FMLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","NLD","YEARS05-09","MLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","NLD","YEARS10-14","BTSX","0.9","0.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","NLD","YEARS10-14","FMLE","0.6","0.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","NLD","YEARS10-14","MLE","1.2","1.20000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","NLD","YEARS15-19","BTSX","3.9","3.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","NLD","YEARS15-19","FMLE","3.0","3.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","NLD","YEARS15-19","MLE","4.6","4.60000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","NLD","YEARS20-24","BTSX","7.0","7.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","NLD","YEARS20-24","FMLE","3.9","3.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","NLD","YEARS20-24","MLE","9.9","9.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","NLD","YEARS25-29","BTSX","9.7","9.70000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","NLD","YEARS25-29","FMLE","6.3","6.30000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","NLD","YEARS25-29","MLE","13.0","13.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","NOR","YEARS05-09","BTSX","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","NOR","YEARS05-09","FMLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","NOR","YEARS05-09","MLE","0.0","0.00000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","NOR","YEARS10-14","BTSX","0.9","0.90000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","NOR","YEARS10-14","FMLE","0.8","0.80000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","NOR","YEARS10-14","MLE","1.1","1.10000","","",""
"SDGSUICIDE","PUBLISHED","2016","EUR","","WB_HI","NOR","YEARS15-19","BTSX","5.1","5.10000","","",""
