"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","DRUG","RSUDHWF","Display Value","Numeric","Low","High","Comments"
"RSUD_72","PUBLISHED","2008","EMR","SAU","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","SAU","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","SAU","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","SAU","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","SEN","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","SEN","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","SEN","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","SEN","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","SEN","BUPRENORPHINE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","SEN","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","SEN","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SRB","DISULFIRAM","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SRB","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SRB","METHADONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SRB","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SRB","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SRB","NALTREXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SRB","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","SYC","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","SYC","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","SYC","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","SYC","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","SYC","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","SYC","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","SYC","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","SLE","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","SLE","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","SLE","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","SLE","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","SLE","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","SLE","BENZODIAZEPINES","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","SLE","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","SGP","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","SGP","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","WPR","SGP","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","SGP","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","SGP","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","WPR","SGP","METHADONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","WPR","SGP","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SVK","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SVK","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SVK","DISULFIRAM","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SVK","METHADONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SVK","ACAMPROSATE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SVK","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SVK","BUPRENORPHINE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SVN","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SVN","DISULFIRAM","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SVN","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SVN","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SVN","NALOXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SVN","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SVN","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","ZAF","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","ZAF","METHADONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","ZAF","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","ZAF","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","ZAF","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","ZAF","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","ZAF","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","ESP","NALOXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","ESP","NALTREXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","ESP","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","ESP","METHADONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","ESP","ACAMPROSATE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","ESP","BUPRENORPHINE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","ESP","DISULFIRAM","","yes","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","LKA","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","LKA","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","LKA","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","LKA","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","LKA","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","LKA","NALOXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","LKA","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","SDN","BENZODIAZEPINES","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","SDN","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","SDN","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","SDN","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","SDN","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","SDN","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","SDN","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","SWZ","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","SWZ","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","SWZ","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","SWZ","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","SWZ","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","SWZ","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","SWZ","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SWE","METHADONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SWE","BUPRENORPHINE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SWE","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SWE","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SWE","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SWE","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","SWE","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","TJK","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","TJK","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","TJK","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","TJK","NALTREXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","TJK","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","TJK","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","TJK","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","THA","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","THA","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","THA","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","THA","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","THA","METHADONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","THA","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","THA","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","TLS","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","TLS","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","TLS","BENZODIAZEPINES","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","TLS","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","TLS","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","TLS","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","SEAR","TLS","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","TUN","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","TUN","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","TUN","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","TUN","BENZODIAZEPINES","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","TUN","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","TUN","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EMR","TUN","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","UGA","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","UGA","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","UGA","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","UGA","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","UGA","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","UGA","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","UGA","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","UKR","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","UKR","BUPRENORPHINE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","UKR","DISULFIRAM","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","UKR","NALOXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","UKR","METHADONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","UKR","NALTREXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","UKR","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","URY","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","URY","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","URY","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","URY","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","URY","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AMR","URY","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","URY","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","UZB","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","UZB","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","UZB","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","UZB","DISULFIRAM","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","UZB","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","UZB","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","UZB","BENZODIAZEPINES","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","VEN","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","VEN","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","VEN","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","VEN","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","VEN","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","VEN","BENZODIAZEPINES","","no","","","",""
"RSUD_72","PUBLISHED","2008","AMR","VEN","NALTREXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","ZMB","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","ZMB","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","ZMB","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","ZMB","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","ZMB","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","ZMB","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","ZMB","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","ZWE","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","ZWE","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","ZWE","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","ZWE","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","ZWE","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","ZWE","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","ZWE","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","MNE","ACAMPROSATE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","MNE","METHADONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","MNE","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","MNE","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","EUR","MNE","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","MNE","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","EUR","MNE","NALOXONE","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","CIV","BUPRENORPHINE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","CIV","NALTREXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","CIV","BENZODIAZEPINES","","yes","","","",""
"RSUD_72","PUBLISHED","2008","AFR","CIV","NALOXONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","CIV","METHADONE","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","CIV","DISULFIRAM","","no","","","",""
"RSUD_72","PUBLISHED","2008","AFR","CIV","ACAMPROSATE","","no","","","",""
