"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"SI_POV_DAY1","PUBLISHED","2013","EUR","","MLT","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2014","EUR","","MLT","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2015","EUR","","MLT","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2015","SEAR","","MMR","6.2","6.20000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data. PPP is regression based."
"SI_POV_DAY1","PUBLISHED","2005","EUR","","MNE","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2006","EUR","","MNE","0.1","0.10000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2007","EUR","","MNE","0.4","0.40000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2008","EUR","","MNE","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2009","EUR","","MNE","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2010","EUR","","MNE","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2011","EUR","","MNE","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2012","EUR","","MNE","1.3","1.30000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2013","EUR","","MNE","1.0","1.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2014","EUR","","MNE","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2002","WPR","","MNG","9.7","9.70000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2007","WPR","","MNG","1.3","1.30000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2010","WPR","","MNG","0.8","0.80000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2011","WPR","","MNG","0.6","0.60000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2012","WPR","","MNG","0.4","0.40000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2014","WPR","","MNG","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2016","WPR","","MNG","0.6","0.60000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2002","AFR","","MOZ","81.0","81.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2008","AFR","","MOZ","69.1","69.10000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2014","AFR","","MOZ","62.4","62.40000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2000","AFR","","MRT","19.6","19.60000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2004","AFR","","MRT","14.4","14.40000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2008","AFR","","MRT","10.8","10.80000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2014","AFR","","MRT","6.0","6.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2006","AFR","","MUS","0.4","0.40000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2012","AFR","","MUS","0.5","0.50000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2004","AFR","","MWI","73.4","73.40000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2010","AFR","","MWI","71.7","71.70000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2016","AFR","","MWI","70.3","70.30000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2004","WPR","","MYS","0.4","0.40000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2007","WPR","","MYS","0.5","0.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2008","WPR","","MYS","0.5","0.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2011","WPR","","MYS","0.1","0.10000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2013","WPR","","MYS","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2015","WPR","","MYS","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2003","AFR","","NAM","31.5","31.50000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2009","AFR","","NAM","22.6","22.60000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2015","AFR","","NAM","13.4","13.40000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2005","AFR","","NER","74.9","74.90000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2007","AFR","","NER","72.0","72.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2011","AFR","","NER","50.3","50.30000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2014","AFR","","NER","44.5","44.50000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2003","AFR","","NGA","53.5","53.50000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2009","AFR","","NGA","53.5","53.50000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2001","AMR","","NIC","16.5","16.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2005","AMR","","NIC","8.3","8.30000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2009","AMR","","NIC","7.3","7.30000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2014","AMR","","NIC","3.2","3.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2004","EUR","","NLD","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2005","EUR","","NLD","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2006","EUR","","NLD","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2007","EUR","","NLD","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2008","EUR","","NLD","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2009","EUR","","NLD","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2010","EUR","","NLD","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2011","EUR","","NLD","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2012","EUR","","NLD","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2013","EUR","","NLD","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2014","EUR","","NLD","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2015","EUR","","NLD","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2003","EUR","","NOR","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2004","EUR","","NOR","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2005","EUR","","NOR","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2006","EUR","","NOR","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2007","EUR","","NOR","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2008","EUR","","NOR","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2009","EUR","","NOR","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2010","EUR","","NOR","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2011","EUR","","NOR","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2012","EUR","","NOR","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2013","EUR","","NOR","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2014","EUR","","NOR","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2015","EUR","","NOR","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2003","SEAR","","NPL","46.1","46.10000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2010","SEAR","","NPL","15.0","15.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2001","EMR","","PAK","28.6","28.60000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2004","EMR","","PAK","18.0","18.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2005","EMR","","PAK","16.5","16.50000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2007","EMR","","PAK","13.2","13.20000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2010","EMR","","PAK","8.3","8.30000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2011","EMR","","PAK","7.9","7.90000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2013","EMR","","PAK","6.1","6.10000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2015","EMR","","PAK","3.9","3.90000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2000","AMR","","PAN","12.4","12.40000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2001","AMR","","PAN","15.5","15.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2002","AMR","","PAN","11.2","11.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2003","AMR","","PAN","11.2","11.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2004","AMR","","PAN","10.1","10.10000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2005","AMR","","PAN","10.0","10.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2006","AMR","","PAN","10.5","10.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2007","AMR","","PAN","7.8","7.80000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2008","AMR","","PAN","5.2","5.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2009","AMR","","PAN","3.2","3.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2010","AMR","","PAN","4.5","4.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2011","AMR","","PAN","3.0","3.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2012","AMR","","PAN","4.1","4.10000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2013","AMR","","PAN","2.8","2.80000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2014","AMR","","PAN","3.5","3.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2015","AMR","","PAN","2.0","2.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2016","AMR","","PAN","2.2","2.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2017","AMR","","PAN","2.5","2.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2000","AMR","","PER","16.3","16.30000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2001","AMR","","PER","17.2","17.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2002","AMR","","PER","15.0","15.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2003","AMR","","PER","11.7","11.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2004","AMR","","PER","13.5","13.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2005","AMR","","PER","15.3","15.30000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2006","AMR","","PER","13.3","13.30000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2007","AMR","","PER","11.0","11.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2008","AMR","","PER","9.0","9.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2009","AMR","","PER","7.0","7.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2010","AMR","","PER","5.5","5.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2011","AMR","","PER","5.2","5.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2012","AMR","","PER","4.7","4.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2013","AMR","","PER","4.3","4.30000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2014","AMR","","PER","3.7","3.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2015","AMR","","PER","3.6","3.60000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2016","AMR","","PER","3.5","3.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2017","AMR","","PER","3.4","3.40000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2000","WPR","","PHL","14.5","14.50000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2003","WPR","","PHL","13.1","13.10000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2006","WPR","","PHL","14.7","14.70000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2009","WPR","","PHL","10.7","10.70000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2012","WPR","","PHL","12.0","12.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2015","WPR","","PHL","7.8","7.80000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2009","WPR","","PNG","38.0","38.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2000","EUR","","POL","0.1","0.10000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2001","EUR","","POL","0.1","0.10000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2002","EUR","","POL","0.1","0.10000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2003","EUR","","POL","0.1","0.10000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2004","EUR","","POL","0.1","0.10000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2005","EUR","","POL","0.1","0.10000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2006","EUR","","POL","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2007","EUR","","POL","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2008","EUR","","POL","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2009","EUR","","POL","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2010","EUR","","POL","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2011","EUR","","POL","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2012","EUR","","POL","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2013","EUR","","POL","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2014","EUR","","POL","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2015","EUR","","POL","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2016","EUR","","POL","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2003","EUR","","PRT","1.0","1.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2004","EUR","","PRT","0.5","0.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2005","EUR","","PRT","0.5","0.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2006","EUR","","PRT","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2007","EUR","","PRT","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2008","EUR","","PRT","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2009","EUR","","PRT","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2010","EUR","","PRT","0.2","0.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2011","EUR","","PRT","0.5","0.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2012","EUR","","PRT","0.7","0.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2013","EUR","","PRT","0.7","0.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2014","EUR","","PRT","0.5","0.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2015","EUR","","PRT","0.5","0.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2001","AMR","","PRY","8.9","8.90000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2002","AMR","","PRY","13.2","13.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2003","AMR","","PRY","8.3","8.30000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2004","AMR","","PRY","5.7","5.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2005","AMR","","PRY","6.1","6.10000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2006","AMR","","PRY","7.9","7.90000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2007","AMR","","PRY","7.8","7.80000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2008","AMR","","PRY","4.3","4.30000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2009","AMR","","PRY","5.8","5.80000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2010","AMR","","PRY","5.5","5.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2011","AMR","","PRY","5.0","5.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2012","AMR","","PRY","3.3","3.30000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2013","AMR","","PRY","1.8","1.80000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2014","AMR","","PRY","2.4","2.40000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2015","AMR","","PRY","1.9","1.90000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2016","AMR","","PRY","1.7","1.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2017","AMR","","PRY","1.2","1.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2006","EUR","","ROU","8.0","8.00000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2007","EUR","","ROU","5.7","5.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2008","EUR","","ROU","4.5","4.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2009","EUR","","ROU","3.5","3.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2010","EUR","","ROU","4.5","4.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2011","EUR","","ROU","5.7","5.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2012","EUR","","ROU","6.7","6.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2013","EUR","","ROU","7.2","7.20000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2014","EUR","","ROU","7.5","7.50000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2015","EUR","","ROU","5.7","5.70000","","","World Development Indicators database, World Bank: Estimated from unit-record income data."
"SI_POV_DAY1","PUBLISHED","2000","EUR","","RUS","2.2","2.20000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2001","EUR","","RUS","1.3","1.30000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2002","EUR","","RUS","0.7","0.70000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2003","EUR","","RUS","0.8","0.80000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2004","EUR","","RUS","0.7","0.70000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2005","EUR","","RUS","0.5","0.50000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2006","EUR","","RUS","0.3","0.30000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2007","EUR","","RUS","0.1","0.10000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2008","EUR","","RUS","0.1","0.10000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
"SI_POV_DAY1","PUBLISHED","2009","EUR","","RUS","0.0","0.00000","","","World Development Indicators database, World Bank: Estimated from unit-record consumption data."
